,매장명,주소,전화번호,위도,경도
534,성수이마트,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점,1522-3232,37.5396996,127.0530083
535,옥수,서울특별시 성동구 독서당로 202 (옥수동),1522-3232,37.5430298,127.0133661
536,성수낙낙,서울시 성동구 광나루로8길 31 성수SKV1 2동 1층 101~107호,1522-3232,37.547326,127.066367
537,효창공원앞역,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",1522-3232,37.539305,126.963060
538,서울역서부,서울특별시 용산구 만리재로 202 (서계동),1522-3232,37.555165,126.968446
539,이태원역,서울특별시 용산구 이태원로 188 (이태원동),1522-3232,37.534273,126.994789
540,한강진역R,서울특별시 용산구 이태원로 252 (한남동),1522-3232,37.537131,127.000980
541,용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",1522-3232,37.527586,126.965401
542,이촌,서울특별시 용산구 이촌로 276 (이촌동),1522-3232,37.518605,126.977271
543,신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",1522-3232,37.528702,126.966757
544,용산파크타워,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",1522-3232,37.523818,126.970389
545,남영동,서울특별시 용산구 한강대로 275 (갈월동),1522-3232,37.542831,126.972242
546,한남동R,서울특별시 용산구 독서당로 94 (한남동),1522-3232,37.53485,127.010919
547,서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,1522-3232,37.551102,126.988317
548,서울역동자동,서울특별시 용산구 한강대로 372 (동자동),1522-3232,37.551752,126.972694
549,순천향입구,서울특별시 용산구 대사관로 67 (한남동),1522-3232,37.533394,127.00563
550,숙대,서울특별시 용산구 청파로47길 57 (청파동3가),1522-3232,37.54460479,126.9672252
551,동빙고,서울특별시 용산구 장문로 12 (동빙고동),1522-3232,37.5289857,126.991782
552,숙대입구역,서울특별시 용산구 한강대로 291 (갈월동),1522-3232,37.544118,126.971891
553,용산아이파크몰,서울특별시 용산구 한강대로23길 55,1522-3232,37.5288539,126.96404469999993
554,동부이촌동,서울특별시 용산구 이촌로 198 (이촌동),1522-3232,37.52111,126.96905
555,용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가),1522-3232,37.5258562,126.9676442
556,서울역사,서울특별시 용산구 한강대로 405 (동자동) 신-101호,1522-3232,37.55415699928705,126.97179361292846
557,용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",1522-3232,37.538571,126.967409
558,상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",1522-3232,37.597842,127.092509
559,중랑역,서울특별시 중랑구 망우로30길 3 (상봉동),1522-3232,37.5930326,127.07473579999998
560,중랑구청,서울특별시 중랑구 신내로 72,1522-3232,37.60538908,127.0957558
561,사가정역,서울특별시 중랑구 면목로 310,1522-3232,37.579594,127.087966
562,상봉역,서울특별시 중랑구 망우로 307 (상봉동),1522-3232,37.59689,127.08647
563,묵동이마트,"서울특별시 중랑구 동일로 932 (묵동, 묵동자이아파트) (묵동이마트 B1층)",1522-3232,37.613433,127.077484
564,묵동,서울특별시 중랑구 동일로 952 ,1522-3232,37.615368,127.076633
565,중화역,"서울특별시 중랑구 봉화산로 35 1,2층",1522-3232,37.60170912407773,127.07841136432036
